,body,mind,achieve,social,meaning,gender,age,pandemic
2872,2,1,1,2,1,1,3,0
2873,2,2,2,2,2,0,3,0
2874,2,2,2,2,1,1,3,0
2875,3,3,2,3,2,0,1,0
2876,3,3,3,3,3,0,3,0
2877,2,2,3,3,3,0,1,0
2878,3,2,3,3,2,0,1,0
2879,3,2,1,2,2,1,1,0
2880,2,2,1,2,1,1,1,0
2881,1,2,1,3,2,0,1,0
2882,2,3,2,3,2,0,1,0
2883,3,1,1,3,1,1,1,0
2884,2,2,2,2,2,1,1,0
2885,2,2,2,3,1,0,1,0
2886,3,3,3,3,3,0,1,0
2887,3,2,2,2,1,1,1,0
2888,2,1,1,2,1,0,1,0
2889,2,2,2,2,1,0,1,0
2890,3,3,1,3,1,0,1,0
2891,2,2,2,1,2,0,4,0
2892,2,3,1,2,1,0,1,0
2893,2,2,1,2,1,1,1,0
2894,3,2,3,2,3,0,1,0
2895,2,3,1,2,1,0,1,0
2896,1,3,2,2,2,1,1,0
2897,2,3,2,1,1,1,1,0
2898,3,2,2,2,1,0,1,0
2899,3,2,1,1,1,0,1,0
2900,3,3,3,2,3,0,1,0
2901,2,1,1,1,1,0,1,0
2902,3,3,3,2,2,0,1,0
2903,2,1,1,3,1,1,1,0
2904,2,2,1,2,2,1,1,0
2905,2,3,3,2,1,0,1,0
2906,3,2,3,3,1,1,1,0
2907,2,1,1,2,1,1,1,0
2908,2,1,1,2,1,0,1,0
2909,3,2,1,1,1,1,1,0
2910,3,1,2,2,1,1,1,0
2911,2,2,2,2,1,0,1,0
2912,3,2,2,3,1,1,1,0
2913,2,2,1,2,1,0,1,0
2914,2,2,1,2,1,1,1,0
2915,2,1,1,1,1,1,1,0
2916,3,2,3,2,3,1,1,0
2917,1,2,1,2,1,0,1,0
2918,3,3,3,3,3,0,1,0
2919,3,2,2,3,1,1,1,0
2920,3,1,1,2,1,1,1,0
2921,3,1,2,2,1,0,1,0
2922,1,3,1,2,1,0,1,0
2923,3,2,3,3,1,0,1,0
2924,3,3,3,3,3,0,1,0
2925,2,2,1,2,1,0,1,0
2926,1,3,1,3,2,1,1,0
2927,3,3,2,3,1,0,1,0
2928,3,3,2,1,1,0,1,0
2929,2,3,1,2,1,0,1,0
2930,2,2,3,2,3,0,4,0
2931,2,1,1,1,1,1,1,0
2932,3,1,1,2,2,0,1,0
2933,1,3,1,2,1,0,1,0
2934,3,2,2,3,2,1,1,0
2935,3,2,3,2,3,1,1,0
2936,3,1,1,2,2,1,1,0
2937,3,2,2,3,2,0,1,0
2938,2,2,1,1,1,1,1,0
2939,2,3,3,3,2,0,1,0
2940,1,3,1,2,1,0,1,0
2941,3,2,1,1,1,0,1,0
2942,2,3,3,1,2,0,1,0
2943,2,1,1,2,1,0,1,0
2944,3,3,3,3,3,1,1,0
2945,2,3,2,2,2,0,1,0
2946,3,3,3,2,2,1,1,0
2947,3,1,2,3,1,1,1,0
2948,2,2,3,3,3,0,1,0
2949,2,2,1,1,1,0,1,0
2950,1,1,1,2,1,1,1,0
2951,1,1,1,2,2,0,1,0
2952,3,3,2,2,1,1,1,0
2953,2,2,1,2,1,0,1,0
2954,1,2,1,3,2,0,1,0
2955,2,1,1,1,1,1,1,0
2956,2,3,2,2,2,0,1,0
2957,2,2,2,2,2,0,1,0
2958,2,2,1,3,1,0,1,0
2959,2,1,1,2,2,0,1,0
2960,2,2,1,3,1,0,1,0
2961,2,1,1,1,1,0,1,0
2962,2,3,2,3,1,0,1,0
2963,3,3,3,3,2,0,1,0
2964,2,3,1,2,1,1,1,0
2965,2,2,1,3,1,0,1,0
2966,3,2,1,2,2,1,1,0
2967,3,2,1,2,1,0,1,0
2968,1,1,2,1,2,0,1,0
2969,2,3,2,3,3,0,4,0
2970,3,2,1,3,2,0,1,0
2971,3,3,3,2,3,0,1,0
2972,2,3,3,3,2,0,4,0
2973,3,2,3,3,2,0,1,0
2974,2,2,1,2,2,1,1,0
2975,3,2,3,3,2,0,1,0
2976,1,1,1,2,1,1,1,0
2977,2,1,1,3,1,1,1,0
2978,2,3,1,2,1,0,1,0
2979,2,2,2,2,2,0,1,0
2980,2,3,2,3,1,0,1,0
2981,3,3,3,2,3,0,1,0
2982,1,2,1,2,2,1,3,0
2983,1,2,1,3,1,0,1,0
2984,3,3,1,3,2,1,1,0
2985,2,2,2,2,2,1,1,0
2986,1,3,1,2,1,1,4,0
2987,2,2,1,2,2,1,1,0
2988,2,1,2,2,1,1,1,0
2989,2,2,2,3,1,0,1,0
2990,3,3,1,3,2,1,1,0
2991,2,2,1,3,1,0,1,0
2992,2,1,1,1,1,0,1,0
2993,3,2,2,3,2,0,1,0
2994,3,2,3,3,2,0,1,0
2995,2,2,1,2,2,0,4,0
2996,2,3,2,1,1,0,1,0
2997,2,2,1,2,2,1,1,0
2998,3,3,1,2,1,1,1,0
2999,2,1,1,2,1,1,1,0
3000,2,2,2,3,2,0,1,0
3001,3,2,3,3,2,1,1,0
3002,2,2,2,2,2,0,1,0
3003,2,2,2,3,3,1,1,0
3004,3,3,2,3,2,1,1,0
3005,2,2,1,3,1,0,1,0
3006,3,2,1,2,1,0,1,0
3007,1,1,1,1,1,0,1,0
3008,2,2,1,2,1,1,1,0
3009,3,2,2,3,2,1,1,0
3010,1,2,3,3,1,0,2,0
3011,3,2,1,2,1,1,1,0
3012,2,1,1,2,2,1,1,0
3013,2,2,2,2,1,1,2,0
3014,2,2,1,3,1,0,2,0
3015,3,2,2,1,1,0,1,0
3016,2,2,1,2,1,1,2,0
3017,3,3,2,3,2,0,2,0
3018,3,2,2,2,1,1,2,0
3019,2,2,1,2,2,1,2,0
3020,2,2,1,2,2,1,2,0
3021,1,2,2,2,2,0,4,0
3022,3,1,1,2,1,0,1,0
3023,1,2,1,1,1,0,1,0
3024,2,1,1,1,1,1,1,0
3025,3,3,1,2,2,1,2,0
3026,3,2,1,2,1,0,1,0
3027,2,2,3,3,3,1,3,0
3028,2,1,1,2,2,1,2,0
3029,2,1,3,2,2,1,2,0
3030,3,2,2,3,2,1,3,0
3031,2,2,1,2,1,0,4,0
3032,3,2,2,3,2,1,3,0
3033,2,3,3,3,2,1,2,0
3034,2,2,3,2,2,1,2,0
3035,3,3,3,3,2,1,2,0
3036,3,2,3,3,3,1,2,0
3037,3,2,1,3,1,1,2,0
3038,3,2,2,2,2,1,2,0
3039,2,3,3,3,3,1,2,0
3040,1,3,2,3,3,1,4,0
3041,3,3,2,2,1,1,3,0
3042,2,3,2,1,1,1,4,0
3043,3,3,2,2,2,1,2,0
3044,3,2,3,3,2,1,1,0
3045,3,3,2,2,2,1,2,0
3046,3,3,2,2,2,1,2,0
3047,2,3,1,1,1,0,4,0
3048,3,2,2,3,2,0,3,0
3049,2,3,3,2,3,1,3,0
3050,2,2,1,2,1,1,2,0
3051,2,2,1,2,1,1,2,0
3052,2,2,1,1,1,0,3,0
3053,3,2,2,2,3,1,4,0
3054,2,3,2,3,1,0,4,0
3055,2,2,2,2,1,0,3,0
3056,2,2,2,3,2,0,2,0
3057,2,2,2,3,2,0,2,0
3058,3,1,1,1,1,0,1,0
3059,3,2,2,2,1,1,3,0
3060,2,3,1,2,1,0,2,0
3061,2,2,2,2,2,0,2,0
3062,2,2,1,3,1,1,2,0
3063,2,2,1,2,1,1,2,0
3064,2,3,1,2,1,0,1,0
3065,2,3,2,2,2,0,2,0
3066,2,2,1,2,1,0,1,0
3067,2,2,1,2,1,0,1,0
3068,2,2,1,2,1,0,1,0
3069,2,2,2,2,2,0,2,0
3070,3,3,3,3,3,1,2,0
3071,3,3,3,3,3,1,2,0
3072,3,3,2,3,3,1,3,0
3073,2,2,1,3,2,1,3,0
3074,3,3,3,3,3,0,3,0
3075,3,1,1,3,2,1,1,0
3076,2,3,2,3,3,1,2,0
3077,1,3,1,1,1,0,2,0
3078,1,3,1,1,1,0,2,0
3079,2,2,2,3,1,0,2,0
3080,2,1,3,2,2,1,2,0
3081,3,3,2,3,2,0,4,0
3082,2,2,2,3,2,0,2,0
3083,3,2,3,3,2,1,2,0
3084,1,3,3,2,1,1,2,0
3085,2,3,3,3,2,1,4,0
3086,3,2,3,3,2,1,2,0
3087,1,2,1,2,1,1,3,0
3088,2,2,1,2,1,1,2,0
3089,1,2,1,1,1,0,3,0
3090,2,2,1,3,1,1,2,0
3091,2,2,2,2,2,1,4,0
3092,2,2,2,2,1,1,2,0
3093,2,2,2,2,2,0,4,0
3094,2,3,1,1,1,1,1,0
3095,3,2,3,2,2,1,3,0
3096,2,2,2,2,2,1,2,0
3097,2,2,1,2,1,1,2,0
3098,2,1,1,1,2,0,2,0
3099,2,3,1,1,1,1,1,0
3100,2,3,1,1,1,1,1,0
3101,3,1,1,2,2,1,2,0
3102,3,3,1,3,1,1,2,0
3103,3,2,1,2,1,0,2,0
3104,2,2,3,3,2,1,2,0
3105,2,2,3,2,3,1,2,0
3106,1,2,2,2,2,1,2,0
3107,1,2,2,2,1,1,2,0
3108,3,3,3,2,2,1,2,0
3109,2,2,1,2,1,1,2,0
3110,3,3,2,1,2,0,2,0
3111,2,2,2,3,2,1,4,0
3112,2,1,1,2,2,1,2,0
3113,2,2,1,3,2,1,2,0
3114,2,3,2,2,2,1,2,0
3115,2,2,1,2,1,1,3,0
3116,2,1,1,2,2,1,2,0
3117,3,3,2,1,1,1,3,0
3118,2,2,1,3,3,0,3,0
3119,3,2,1,2,1,1,2,0
3120,3,2,1,1,2,0,2,0
3121,1,2,1,3,2,0,2,0
3122,2,2,1,2,2,1,2,0
3123,2,3,2,2,2,1,1,0
3124,3,3,3,3,3,0,4,0
3125,2,3,1,2,1,0,4,0
3126,2,1,1,1,2,1,2,0
3127,2,1,1,1,2,1,2,0
3128,2,1,1,1,2,1,2,0
3129,2,2,3,2,1,0,2,0
3130,3,2,2,2,2,1,1,0
3131,2,3,1,3,2,1,4,0
3132,1,1,1,1,1,1,4,0
3133,1,3,2,1,1,0,4,0
3134,2,1,1,2,3,0,4,0
3135,2,3,1,2,2,0,2,0
3136,1,3,1,2,2,1,2,0
3137,1,3,1,2,2,1,2,0
3138,3,3,1,2,3,1,4,0
3139,3,2,1,2,2,1,1,0
3140,1,3,2,2,2,0,2,0
3141,2,2,3,3,3,1,4,0
3142,2,3,2,2,1,1,3,0
3143,3,3,3,3,3,0,1,0
3144,3,3,2,3,2,1,4,0
3145,2,3,3,3,3,1,3,0
3146,3,3,3,1,2,0,2,0
3147,3,3,2,2,1,0,2,0
3148,2,2,1,3,2,0,4,0
3149,3,1,1,1,1,1,2,0
3150,3,1,1,1,1,1,2,0
3151,2,2,2,3,2,0,1,0
3152,2,3,3,3,2,0,1,0
3153,2,2,1,2,2,1,2,0
3154,2,2,1,2,2,1,2,0
3155,3,3,2,1,2,0,3,0
3156,2,3,2,3,2,1,3,0
3157,2,2,1,2,2,1,4,0
3158,2,2,1,2,2,1,4,0
3159,2,2,1,2,2,1,4,0
3160,2,2,1,2,2,1,4,0
3161,3,3,1,2,1,1,3,0
3162,2,3,2,2,1,1,3,0
3163,2,2,2,1,2,1,4,0
3164,2,3,3,3,3,0,4,0
3165,2,3,3,3,3,0,4,0
3166,2,2,1,1,1,0,1,0
3167,2,3,2,3,2,1,2,0
3168,2,3,3,3,1,0,3,0
3169,2,2,1,2,2,1,2,0
3170,1,3,2,2,2,1,2,0
3171,2,2,2,3,3,1,4,0
3172,3,2,1,3,2,1,3,0
3173,1,1,2,2,2,1,3,0
3174,3,3,1,2,1,0,2,0
3175,2,2,1,2,1,1,3,0
3176,3,3,1,2,1,1,3,0
3177,3,2,3,3,3,0,4,0
3178,2,2,1,1,2,0,1,0
3179,2,3,2,3,2,0,3,0
3180,2,2,1,1,2,0,1,0
3181,2,2,2,3,2,1,3,0
3182,1,2,1,1,1,1,4,0
3183,2,3,2,2,1,0,4,0
3184,3,2,2,3,1,1,3,0
3185,3,3,1,2,2,0,2,0
3186,2,2,1,2,1,0,3,0
3187,2,2,1,2,1,0,3,0
3188,3,3,2,3,1,0,1,0
3189,1,2,3,3,2,1,3,0
3190,3,3,1,3,1,0,2,0
3191,3,2,2,2,1,1,2,0
3192,2,3,2,3,3,1,4,0
3193,2,2,1,3,1,0,2,0
3194,2,2,1,2,2,1,2,0
3195,2,3,1,2,1,0,4,0
3196,2,2,1,3,1,1,2,0
3197,3,3,1,3,1,1,1,0
3198,3,3,2,3,2,1,1,0
3199,2,2,2,1,2,0,4,0
3200,2,1,2,3,2,1,2,0
3201,2,3,1,2,1,1,2,0
3202,1,1,1,1,2,1,2,0
3203,2,3,1,2,2,1,4,0
3204,3,2,2,2,1,1,2,0
3205,3,2,2,3,2,0,1,0
3206,3,3,3,3,3,1,2,0
3207,3,1,1,1,1,1,1,0
3208,3,3,2,3,2,0,3,0
3209,3,2,2,2,2,1,1,0
3210,3,3,2,2,3,1,1,0
3211,3,2,2,3,2,1,1,0
3212,3,3,3,2,3,1,1,0
3213,3,2,3,2,3,0,1,0
3214,3,3,2,3,3,1,1,0
3215,3,3,2,3,3,1,1,0
3216,1,2,1,3,1,1,3,0
3217,2,2,1,2,1,1,3,0
3218,2,3,3,2,2,1,2,0
3219,2,3,3,2,2,1,1,0
3220,3,3,3,3,2,1,1,0
3221,2,2,1,2,2,1,1,0
3222,2,2,2,3,2,1,2,0
3223,2,1,2,2,1,1,1,0
3224,2,3,3,3,2,0,3,0
3225,3,3,2,3,1,1,2,0
3226,3,3,1,1,1,1,2,0
3227,2,1,1,3,1,0,3,0
3228,2,1,1,3,1,0,3,0
3229,2,1,1,2,2,1,2,0
3230,3,3,2,3,1,0,1,0
3231,2,2,1,2,1,1,3,0
3232,3,3,2,3,3,1,4,0
3233,2,1,1,1,1,1,2,0
3234,3,2,2,2,1,0,4,0
3235,3,1,1,3,1,0,3,0
3236,1,3,2,2,2,1,3,0
3237,2,2,3,3,3,0,2,0
3238,3,3,2,2,3,0,4,0
3239,2,3,3,3,3,1,3,0
3240,1,1,1,1,1,0,2,0
3241,3,2,1,2,1,1,1,0
3242,3,3,2,2,2,1,2,0
3243,3,3,2,2,2,1,2,0
3244,2,3,2,2,2,1,3,0
3245,1,1,2,2,1,1,1,0
3246,1,1,2,2,2,1,2,0
3247,1,2,1,1,2,1,4,0
3248,2,1,1,2,1,0,3,0
3249,3,2,1,2,2,0,3,0
3250,2,3,1,3,1,1,3,0
3251,3,3,3,3,3,1,2,0
3252,2,3,3,2,2,0,4,0
3253,3,3,3,2,3,1,4,0
3254,2,1,2,1,1,1,2,0
3255,2,2,2,3,2,1,2,0
3256,3,2,2,3,2,0,2,0
3257,2,2,3,3,2,0,2,0
3258,3,2,2,2,2,1,3,0
3259,2,2,1,2,1,1,2,0
3260,2,2,3,3,2,1,2,0
3261,2,2,2,2,1,1,2,0
3262,2,2,3,2,2,0,2,0
3263,2,2,2,2,2,0,1,0
3264,2,3,1,1,1,0,2,0
3265,3,3,1,3,2,1,2,0
3266,2,2,1,2,2,1,3,0
3267,1,2,1,2,1,1,2,0
3268,2,2,2,2,2,1,3,0
3269,2,2,2,2,2,1,3,0
3270,2,3,2,3,2,0,2,0
3271,3,3,2,2,1,1,2,0
3272,3,2,1,2,1,1,2,0
3273,2,1,3,2,3,1,2,0
3274,2,2,2,1,1,0,2,0
3275,3,3,1,2,1,1,1,0
3276,3,3,1,3,2,0,3,0
3277,3,2,1,3,1,1,2,0
3278,2,3,3,3,3,1,4,0
3279,2,3,2,2,2,1,1,0
3280,3,2,2,3,2,1,2,0
3281,2,1,2,2,1,1,2,0
3282,1,3,1,3,1,1,1,0
3283,3,3,2,2,2,1,2,0
3284,2,3,2,3,2,0,1,0
3285,2,2,3,3,2,1,1,0
3286,3,3,2,3,1,1,2,0
3287,3,3,3,3,2,0,1,0
3288,3,3,3,3,2,0,1,0
3289,3,2,2,2,2,1,2,0
3290,3,3,3,3,2,0,1,0
3291,2,3,3,3,2,1,1,0
3292,2,2,2,3,2,1,2,0
3293,3,2,2,3,2,1,3,0
3294,1,2,1,2,1,1,2,0
3295,2,2,1,3,1,1,1,0
3296,2,2,2,2,1,1,2,0
3297,1,2,3,2,2,0,2,0
3298,2,3,3,2,2,1,2,0
3299,3,3,3,3,3,0,3,0
3300,2,3,2,3,2,0,2,0
3301,2,2,1,1,1,0,3,0
3302,1,3,1,2,1,0,1,0
3303,2,3,2,3,2,0,2,0
3304,3,3,2,2,1,0,2,0
3305,2,3,2,3,2,1,1,0
3306,2,3,3,2,1,0,1,0
3307,2,2,1,1,1,0,1,0
3308,2,3,3,2,3,0,4,0
3309,3,3,1,3,2,1,2,0
3310,3,3,2,3,2,0,2,0
3311,3,3,2,3,2,0,2,0
3312,3,3,2,3,2,0,2,0
3313,3,3,2,3,2,0,2,0
3314,3,3,2,2,2,1,3,0
3315,3,2,2,3,1,1,3,0
3316,3,3,1,2,1,1,4,0
3317,2,2,1,2,1,0,2,0
3318,2,2,1,3,1,0,1,0
3319,1,3,1,2,1,1,4,0
3320,3,3,2,2,2,0,2,0
3321,2,2,1,2,1,0,2,0
3322,2,2,1,2,3,0,3,0
3323,2,3,2,2,2,1,4,0
3324,3,2,2,3,2,1,2,0
3325,3,3,1,3,2,1,3,0
3326,3,3,2,3,1,1,1,0
3327,2,2,3,3,2,0,2,0
3328,2,2,1,2,1,0,1,0
3329,2,2,2,2,1,1,3,0
3330,2,2,2,2,1,1,3,0
3331,2,3,2,2,3,1,4,0
3332,2,3,1,3,2,0,4,0
3333,2,2,1,2,1,0,4,0
3334,2,2,1,2,1,0,4,0
3335,3,3,2,3,1,1,2,0
3336,3,3,1,2,1,1,2,0
3337,2,3,2,2,2,1,4,0
3338,2,1,2,2,1,1,1,0
3339,2,1,2,2,1,1,1,0
3340,3,2,3,2,2,0,2,0
3341,2,2,2,1,1,1,2,0
3342,2,3,1,2,3,0,3,0
3343,2,2,1,2,1,1,2,0
3344,2,2,1,2,1,0,2,0
3345,3,3,1,1,3,0,4,0
3346,2,1,1,1,1,0,1,0
3347,2,3,2,3,2,0,2,0
3348,1,2,2,3,1,1,2,0
3349,1,3,2,1,1,0,4,0
3350,2,2,1,2,1,1,2,0
3351,3,2,2,3,2,1,3,0
3352,2,2,2,2,1,0,2,0
3353,1,1,1,1,1,1,4,0
3354,1,1,1,1,1,1,4,0
3355,2,1,1,1,1,1,4,0
3356,3,3,2,2,3,0,2,0
3357,2,1,1,1,1,1,3,0
3358,2,1,1,2,1,1,3,0
3359,3,3,3,3,3,0,2,0
3360,3,3,2,3,2,0,3,0
3361,2,3,2,3,3,0,1,0
3362,2,3,3,3,3,0,1,0
3363,3,3,1,2,1,0,3,0
3364,1,1,1,1,1,0,3,0
3365,2,2,1,1,1,1,3,0
3366,2,2,1,2,2,1,2,0
3367,3,3,3,3,3,1,3,0
3368,2,2,1,2,1,1,3,0
3369,3,3,1,1,2,0,4,0
3370,2,3,3,3,3,1,4,0
3371,1,1,1,2,2,0,2,0
3372,3,3,2,3,3,1,3,0
3373,3,2,2,3,2,1,3,0
3374,2,2,1,2,1,1,1,0
3375,2,3,3,3,3,1,2,0
3376,1,1,1,1,1,0,2,0
3377,2,1,3,2,1,1,3,0
3378,2,1,1,1,1,0,3,0
3379,2,2,2,2,3,1,2,0
3380,3,2,2,1,2,0,3,0
3381,3,1,3,3,3,1,2,0
3382,3,2,2,1,3,1,1,0
3383,2,2,1,1,3,1,2,0
3384,3,2,3,3,3,1,4,0
3385,1,2,2,2,2,0,4,0
3386,2,2,2,2,2,1,3,0
3387,3,3,1,3,1,1,2,0
3388,3,3,1,2,2,0,2,0
3389,3,2,2,2,1,1,2,0
3390,3,2,2,3,2,0,1,0
3391,3,3,2,2,3,1,4,0
3392,2,2,2,3,3,1,1,0
3393,3,2,2,1,3,1,3,0
3394,2,3,1,2,1,0,3,0
3395,2,3,1,2,1,0,2,0
3396,2,3,3,3,3,1,4,0
3397,2,3,1,2,1,1,4,0
3398,3,3,3,3,2,1,3,0
3399,3,2,1,2,1,1,2,0
3400,3,3,2,3,2,1,3,0
3401,2,2,2,1,2,1,2,0
3402,2,2,1,2,1,1,2,0
3403,2,3,3,3,3,1,3,0
3404,2,3,2,2,2,0,1,0
3405,1,2,1,1,2,0,4,0
3406,1,2,1,1,2,0,4,0
3407,2,3,3,2,2,0,2,0
3408,3,1,2,3,3,1,2,0
3409,2,3,3,3,3,1,1,0
3410,2,3,2,3,3,0,4,0
3411,3,3,2,3,3,1,4,0
3412,2,3,2,2,2,1,3,0
3413,2,2,2,3,1,0,1,0
3414,3,3,2,3,2,1,4,0
3415,2,3,1,2,2,0,2,0
3416,3,3,3,3,3,1,1,0
3417,3,2,1,2,1,1,3,0
3418,3,3,2,3,3,1,2,0
3419,1,2,1,2,1,0,2,0
3420,1,1,1,1,1,0,1,0
3421,3,2,1,2,1,1,2,0
3422,1,3,1,2,1,1,4,0
3423,1,3,1,2,1,1,4,0
3424,2,2,2,1,1,0,4,0
3425,2,2,1,2,2,1,2,0
3426,2,2,1,1,1,0,2,0
3427,3,2,3,3,2,0,2,0
3428,2,2,3,3,3,1,2,0
3429,2,2,1,2,2,1,4,0
3430,2,2,2,2,2,1,2,0
3431,3,3,3,3,3,0,2,0
3432,2,2,2,1,1,0,4,0
3433,3,2,1,2,2,1,3,0
3434,2,2,3,2,1,0,2,0
3435,2,3,2,3,2,1,3,0
3436,2,3,2,2,2,0,1,0
3437,2,3,2,2,2,0,1,0
3438,3,3,3,2,2,0,4,0
3439,2,3,3,3,3,1,1,0
3440,1,1,2,2,1,1,4,0
3441,3,2,1,2,1,0,2,0
3442,3,2,1,2,1,0,2,0
3443,3,3,3,3,3,0,2,0
3444,1,2,2,2,2,1,1,0
3445,3,3,2,3,2,1,3,0
3446,1,2,1,2,1,0,3,0
3447,3,3,3,2,2,0,1,0
3448,3,3,2,2,2,0,1,0
3449,2,1,2,2,2,1,2,0
3450,2,1,1,2,2,0,3,0
3451,2,2,1,3,2,1,2,0
3452,2,2,3,2,3,0,2,0
3453,1,3,1,2,3,1,2,0
3454,2,3,2,2,1,1,4,0
3455,2,1,1,1,1,0,3,0
3456,3,2,2,3,2,1,3,0
3457,2,1,1,2,2,0,3,0
3458,2,3,2,1,1,1,2,0
3459,2,2,3,3,2,1,3,0
3460,2,3,1,2,2,0,2,0
3461,2,3,1,2,1,0,2,0
3462,3,1,2,2,2,1,1,0
3463,3,3,3,3,2,0,3,0
3464,2,3,2,2,1,0,2,0
3465,2,2,2,3,1,1,2,0
3466,2,1,1,1,2,1,4,0
3467,2,1,1,1,1,1,4,0
3468,2,2,2,2,1,0,3,0
3469,2,2,1,3,2,1,3,0
3470,2,3,1,2,2,1,1,0
3471,1,3,1,2,3,1,2,0
3472,2,2,2,3,3,1,2,0
3473,2,2,2,2,2,1,4,0
3474,2,3,3,2,2,0,1,0
3475,3,2,2,2,2,0,3,0
3476,2,2,1,3,2,1,3,0
3477,1,3,1,2,3,1,2,0
3478,3,3,3,2,3,1,4,0
3479,3,2,2,2,2,1,4,0
3480,1,2,1,2,1,1,4,0
3481,1,3,1,2,3,1,2,0
3482,3,3,1,2,2,1,2,0
3483,2,2,1,2,1,1,4,0
3484,2,3,2,2,3,1,2,0
3485,1,2,2,1,1,1,2,0
3486,2,3,2,2,3,1,2,0
3487,2,3,2,2,3,1,2,0
3488,2,3,2,3,2,1,4,0
3489,3,2,3,3,3,1,2,0
3490,2,3,2,2,3,1,2,0
3491,1,3,1,2,3,1,2,0
3492,3,2,2,2,1,1,2,0
3493,3,2,2,1,1,1,2,0
3494,3,2,2,3,2,1,2,0
3495,2,2,2,3,3,0,3,0
3496,3,3,3,3,3,1,3,0
3497,2,3,2,2,1,1,3,0
3498,1,3,2,2,2,0,3,0
3499,1,2,2,2,1,0,3,0
3500,1,2,2,2,1,0,3,0
3501,2,3,2,2,2,0,2,0
3502,2,3,1,2,2,0,2,0
3503,1,3,1,2,3,1,2,0
3504,3,2,1,2,2,1,2,0
3505,1,3,1,2,3,1,2,0
3506,2,1,2,1,2,1,2,0
3507,3,3,2,3,3,1,2,0
3508,3,3,2,3,2,1,2,0
3509,2,3,2,2,2,1,1,0
3510,3,2,3,3,3,1,2,0
3511,2,1,1,1,2,0,2,0
3512,2,2,1,1,1,0,3,0
3513,2,3,2,2,2,0,3,0
3514,2,2,1,1,1,0,4,0
3515,3,2,2,2,1,0,3,0
3516,3,2,1,2,1,1,3,0
3517,2,3,3,2,2,1,4,0
3518,3,3,1,1,2,0,3,0
3519,2,3,1,2,2,1,2,0
3520,2,2,1,2,3,0,2,0
3521,3,3,2,3,2,1,2,0
3522,2,3,2,1,1,0,4,0
3523,2,3,2,1,1,0,4,0
3524,1,2,2,1,1,0,3,0
3525,2,2,1,2,1,1,1,0
3526,2,2,2,2,2,1,2,0
3527,2,2,2,2,2,1,2,0
3528,2,1,1,3,1,1,1,0
3529,3,3,2,3,2,0,1,0
3530,2,3,2,2,2,1,4,0
3531,2,2,1,2,1,1,3,0
3532,2,2,1,2,1,0,1,0
3533,2,2,2,1,1,1,4,0
3534,3,3,2,3,2,1,1,0
3535,1,3,1,2,2,1,2,0
3536,2,3,1,2,2,1,2,0
3537,2,3,3,3,2,1,2,0
3538,2,2,2,2,2,1,3,0
3539,2,2,2,2,2,1,1,0
3540,1,2,1,1,1,0,2,0
3541,2,3,3,3,3,1,4,0
3542,2,3,3,3,3,1,4,0
3543,2,3,1,1,2,1,4,0
3544,3,1,2,2,2,0,2,0
3545,3,3,2,2,1,1,3,0
3546,2,3,2,3,3,0,4,0
3547,3,2,2,2,2,1,4,0
3548,2,3,2,3,2,1,4,0
3549,2,2,2,3,2,1,3,0
3550,2,2,2,3,2,1,3,0
3551,3,3,3,2,2,0,2,0
3552,3,3,3,2,2,0,2,0
3553,3,2,3,3,3,1,2,0
3554,2,1,1,3,3,0,2,0
3555,2,1,2,2,1,1,2,0
3556,2,2,1,1,1,0,3,0
3557,2,1,1,1,1,0,4,0
3558,2,2,1,2,1,1,2,0
3559,2,2,1,2,1,1,2,0
3560,2,3,2,3,1,1,3,0
3561,3,3,2,2,2,1,2,0
3562,2,1,1,3,1,1,1,0
3563,3,2,2,2,1,0,3,0
3564,2,3,1,2,2,0,2,0
3565,2,3,2,3,2,1,4,0
3566,2,2,1,1,1,0,2,0
3567,3,2,3,3,1,1,2,0
3568,2,2,2,2,2,1,1,0
3569,2,1,2,2,2,1,2,0
3570,3,2,2,3,2,1,2,0
3571,3,1,1,2,1,1,2,0
3572,3,3,2,3,3,1,3,0
3573,2,3,2,2,1,0,4,0
3574,3,3,2,2,2,0,4,0
3575,2,3,1,2,2,0,2,0
3576,2,3,1,2,2,0,2,0
3577,2,3,1,2,2,0,2,0
3578,3,3,3,3,2,1,2,0
3579,3,3,2,3,3,1,4,0
3580,1,3,1,2,2,0,4,0
3581,3,3,3,1,2,0,3,0
3582,2,2,2,1,2,1,2,0
3583,3,2,2,3,2,0,3,0
3584,3,2,2,2,2,1,3,0
3585,3,3,3,3,3,1,4,0
3586,2,2,3,3,2,1,4,0
3587,3,1,2,2,2,1,3,0
3588,1,2,2,1,2,0,1,0
3589,2,2,3,3,3,0,2,0
3590,2,2,1,2,1,1,3,0
3591,2,2,3,3,3,0,2,0
3592,2,2,3,3,3,0,2,0
3593,2,3,1,1,1,1,4,0
3594,3,2,2,3,3,1,2,0
3595,3,3,2,2,2,1,4,0
3596,2,2,1,2,2,1,2,0
3597,2,2,2,2,3,1,4,0
3598,2,1,2,2,2,0,2,0
3599,3,3,3,2,3,0,4,0
3600,1,2,1,1,1,0,1,0
3601,2,3,3,2,3,1,3,0
3602,3,2,1,3,1,1,3,0
3603,1,2,2,2,2,1,2,0
3604,2,3,2,2,2,1,4,0
3605,2,3,3,3,1,1,4,0
3606,2,2,2,2,2,1,2,0
