,body,mind,achieve,social,meaning,gender,age,pandemic
8957,3,3,1,2,2,1,4,0
8958,1,2,2,3,3,0,2,0
8959,2,2,1,3,1,1,2,0
8960,2,3,1,3,2,0,4,0
8961,2,3,1,3,1,0,4,0
8962,2,2,3,3,3,1,3,0
8963,3,3,3,2,2,0,2,0
8964,3,3,3,3,3,0,1,0
8965,2,3,2,3,1,0,3,0
8966,2,2,1,2,2,1,3,0
8967,1,1,1,1,1,0,2,0
8968,2,2,2,2,2,1,4,0
8969,2,3,2,3,3,1,3,0
8970,2,2,3,2,3,1,4,0
8971,1,2,2,2,3,1,3,0
8972,2,3,3,2,3,0,4,0
8973,3,3,3,3,2,0,2,0
8974,2,2,1,1,1,1,4,0
8975,3,3,3,3,3,0,2,0
8976,3,3,3,3,3,0,2,0
8977,2,3,2,2,1,0,2,0
8978,3,3,2,3,3,0,4,0
8979,3,3,2,3,1,1,4,0
8980,2,2,1,1,1,1,4,0
8981,2,2,2,1,1,1,2,0
8982,2,2,2,3,2,1,4,0
8983,3,3,2,3,2,0,4,0
8984,3,3,2,2,2,0,4,0
8985,3,3,1,2,2,1,3,0
8986,3,3,3,3,2,1,2,0
8987,1,2,1,1,1,1,4,0
8988,3,3,3,3,3,1,2,0
8989,2,3,3,3,2,1,3,0
8990,3,1,2,3,2,1,2,0
8991,2,2,1,2,1,0,3,0
8992,2,3,1,3,1,1,2,0
8993,2,3,1,3,1,1,2,0
8994,2,3,1,3,1,0,2,0
8995,3,3,3,3,3,1,1,0
8996,2,2,2,1,3,1,2,0
8997,3,3,2,2,2,0,4,0
8998,2,2,2,2,1,1,4,0
8999,3,2,2,3,3,1,1,0
9000,2,3,3,3,3,1,3,0
9001,3,3,1,3,2,0,3,0
9002,3,2,2,3,1,1,2,0
9003,3,3,1,2,1,1,2,0
9004,2,2,2,3,3,1,2,0
9005,2,2,2,2,3,1,4,0
9006,3,3,2,3,2,1,4,0
9007,2,2,1,2,1,1,1,0
9008,3,2,1,2,2,1,4,0
9009,3,3,3,2,2,1,1,0
9010,3,3,2,2,1,1,2,0
9011,2,3,3,3,3,1,4,0
9012,3,3,3,2,2,0,2,0
9013,2,2,1,1,1,1,3,0
9014,2,3,2,2,2,0,2,0
9015,2,3,2,3,1,1,4,0
9016,2,2,2,2,2,0,2,0
9017,2,2,1,3,2,1,3,0
9018,3,2,3,2,2,1,2,0
9019,2,3,3,2,3,1,4,0
9020,3,3,3,3,3,0,3,0
9021,3,2,2,1,2,0,3,0
9022,1,3,1,2,1,1,4,0
9023,1,3,1,2,1,1,4,0
9024,2,3,2,2,2,1,2,0
9025,3,3,1,3,1,0,3,0
9026,3,3,3,3,2,1,3,0
9027,2,3,1,1,2,1,2,0
9028,2,2,2,1,2,0,2,0
9029,3,2,2,3,2,1,3,0
9030,2,2,2,3,2,1,3,0
9031,2,1,1,1,1,0,1,0
9032,2,1,1,2,2,0,2,0
9033,2,3,2,3,2,1,3,0
9034,2,3,1,1,1,1,2,0
9035,2,3,2,3,2,0,2,0
9036,2,3,2,2,1,0,2,0
9037,3,2,2,2,1,0,2,0
9038,2,3,3,2,2,1,4,0
9039,3,2,1,2,1,1,3,0
9040,3,3,2,3,1,0,4,0
9041,3,2,2,2,2,1,4,0
9042,3,3,3,2,3,1,2,0
9043,2,3,2,3,3,1,4,0
9044,3,2,1,2,1,1,2,0
9045,3,3,2,2,2,0,3,0
9046,3,2,1,2,1,0,3,0
9047,3,3,2,1,2,1,2,0
9048,2,3,1,2,1,1,4,0
9049,3,3,2,3,2,1,4,0
9050,3,3,2,3,2,1,4,0
9051,3,2,2,3,2,1,2,0
9052,3,3,2,3,1,1,4,0
9053,3,2,2,3,2,1,2,0
9054,1,3,2,3,2,0,2,0
9055,2,2,2,3,2,1,4,0
9056,3,3,1,3,2,1,3,0
9057,3,2,2,3,1,1,4,0
9058,1,2,1,1,1,0,2,0
9059,2,2,2,3,2,1,2,0
9060,3,3,3,3,3,0,2,0
9061,3,2,1,2,1,1,2,0
9062,2,2,2,2,2,1,3,0
9063,2,1,1,2,2,0,3,0
9064,3,2,2,2,2,1,2,0
9065,2,2,1,2,1,1,2,0
9066,3,2,2,2,2,1,3,0
9067,2,3,3,3,3,1,2,0
9068,3,3,3,3,3,0,2,0
9069,2,3,1,2,2,1,2,0
9070,3,3,2,3,1,0,3,0
9071,3,1,1,3,1,1,2,0
9072,2,2,2,3,2,1,4,0
9073,3,3,3,2,2,1,4,0
9074,3,3,2,3,2,0,4,0
9075,2,3,2,2,2,0,2,0
9076,2,3,1,2,2,0,2,0
9077,2,3,3,3,2,0,3,0
9078,3,2,2,3,1,1,3,0
9079,2,2,2,3,3,1,3,0
9080,2,3,1,2,2,0,2,0
9081,3,2,2,3,2,1,2,0
9082,2,3,1,2,1,0,4,0
9083,3,3,2,3,3,1,4,0
9084,3,1,3,1,2,1,2,0
9085,2,2,2,2,2,0,4,0
9086,2,2,2,3,3,1,3,0
9087,3,2,2,3,3,1,2,0
9088,2,2,1,3,1,1,4,0
9089,3,2,2,3,2,1,2,0
9090,3,3,2,3,3,0,4,0
9091,2,2,2,3,2,1,4,0
9092,3,3,3,3,2,0,4,0
9093,3,3,1,2,1,1,4,0
9094,3,3,3,3,3,0,4,0
9095,3,2,2,2,2,1,3,0
9096,2,1,3,2,2,1,3,0
9097,3,2,3,3,2,1,3,0
9098,3,2,2,3,3,1,4,0
9099,2,2,1,3,2,1,2,0
9100,3,3,3,3,3,1,3,0
9101,2,2,3,3,2,1,2,0
9102,3,3,3,3,3,1,4,0
9103,3,2,2,2,1,1,3,0
9104,2,3,2,2,2,1,4,0
9105,3,3,2,3,2,1,3,0
9106,3,2,1,3,2,1,3,0
9107,2,3,2,2,1,1,3,0
9108,3,2,2,3,2,1,4,0
9109,2,2,2,2,2,1,3,0
9110,3,3,2,3,3,0,3,0
9111,2,2,3,3,3,1,3,0
9112,3,2,2,3,2,0,3,0
9113,3,2,2,3,2,1,2,0
9114,3,3,3,3,2,0,2,0
9115,3,2,1,3,1,1,3,0
9116,2,1,1,2,2,1,2,0
9117,3,2,3,3,3,0,2,0
9118,2,2,1,3,1,1,3,0
9119,3,2,2,2,1,1,3,0
9120,2,2,2,2,1,1,3,0
9121,2,2,2,3,1,1,3,0
9122,3,3,2,2,2,0,3,0
9123,3,1,3,2,3,1,3,0
9124,3,2,3,3,2,1,3,0
9125,3,2,2,3,1,1,2,0
9126,3,2,3,3,3,1,4,0
9127,3,3,2,3,2,0,2,0
9128,2,3,2,2,2,1,4,0
9129,3,3,3,2,2,1,3,0
9130,2,2,3,3,2,1,2,0
9131,3,2,3,2,2,1,2,0
9132,3,3,1,3,2,0,2,0
9133,2,3,2,3,3,0,3,0
9134,2,3,1,3,2,0,3,0
9135,2,3,2,3,3,0,3,0
9136,3,3,2,2,2,0,2,0
9137,2,3,2,3,3,1,3,0
9138,1,3,1,3,3,1,4,0
9139,2,1,1,3,2,1,3,0
9140,2,2,1,2,1,1,2,0
9141,1,2,1,2,1,0,3,0
9142,1,2,2,3,2,1,3,0
9143,2,3,2,3,3,0,3,0
9144,2,2,1,3,2,1,4,0
9145,2,3,3,3,2,1,3,0
9146,3,2,2,3,1,1,3,0
9147,2,1,1,2,2,0,2,0
9148,2,2,2,3,2,1,3,0
9149,2,2,2,2,3,1,3,0
9150,2,3,3,2,3,1,2,0
9151,3,2,2,2,2,1,4,0
9152,3,3,1,3,2,0,3,0
9153,3,2,3,3,2,1,2,0
9154,2,2,3,3,3,1,3,0
9155,2,2,2,3,2,1,2,0
9156,3,2,2,3,2,1,2,0
9157,3,3,2,2,2,1,2,0
9158,3,3,2,2,1,0,4,0
9159,2,2,2,3,2,0,3,0
9160,3,2,3,3,2,1,3,0
9161,2,2,1,2,2,1,2,0
9162,3,3,2,3,2,1,4,0
9163,2,2,3,3,3,1,2,0
9164,3,2,2,3,3,1,3,0
9165,3,3,2,3,1,1,2,0
9166,3,2,3,3,2,1,2,0
9167,2,2,1,3,2,1,3,0
9168,3,3,3,3,3,1,3,0
9169,3,3,2,3,1,1,3,0
9170,2,1,1,3,2,1,2,0
9171,3,2,2,2,1,1,3,0
9172,3,2,2,3,1,1,3,0
9173,3,2,1,3,2,1,3,0
9174,3,3,3,3,3,1,3,0
9175,2,3,3,3,3,1,3,0
9176,3,3,2,3,3,1,4,0
9177,2,3,1,2,2,0,4,0
9178,3,1,2,3,2,1,2,0
9179,3,3,3,3,2,1,2,0
9180,3,3,2,3,1,1,2,0
9181,3,3,2,2,2,1,3,0
9182,3,3,3,3,3,1,2,0
9183,2,3,2,2,2,1,4,0
9184,3,2,2,2,1,1,3,0
9185,3,3,3,3,2,1,3,0
9186,1,2,2,1,3,0,3,0
9187,2,2,1,2,2,1,3,0
9188,3,3,3,3,3,1,3,0
9189,3,2,3,2,2,1,3,0
9190,2,3,2,3,3,1,4,0
9191,3,2,2,2,3,1,2,0
9192,2,2,3,3,2,1,2,0
9193,2,2,2,2,2,1,2,0
9194,3,3,2,3,1,0,2,0
9195,3,3,3,3,3,1,3,0
9196,2,3,2,3,2,1,3,0
9197,3,3,2,3,1,1,3,0
9198,2,3,3,3,3,1,4,0
9199,1,1,2,3,2,1,2,0
9200,2,3,2,3,2,1,3,0
9201,2,3,1,3,1,1,2,0
9202,2,3,2,1,1,0,3,0
9203,2,2,2,2,1,0,2,0
9204,2,2,1,2,2,0,4,0
9205,2,2,2,3,3,1,3,0
9206,3,3,3,3,3,1,3,0
9207,2,3,2,2,1,0,3,0
9208,3,2,1,2,1,0,3,0
9209,3,3,3,3,1,0,2,0
9210,1,1,1,2,1,1,2,0
9211,2,3,2,2,1,1,1,0
9212,3,3,2,3,2,1,4,0
9213,3,2,2,2,1,1,4,0
9214,2,2,2,1,2,0,2,0
9215,3,2,1,3,1,1,2,0
9216,3,1,1,2,1,1,2,0
9217,2,3,2,3,1,1,3,0
9218,2,2,2,2,2,1,3,0
9219,2,2,2,3,2,1,4,0
9220,2,2,2,3,2,1,2,0
9221,3,3,1,2,3,0,4,0
9222,2,3,2,3,3,1,4,0
9223,3,2,2,3,1,1,2,0
9224,2,2,2,3,2,1,3,0
9225,3,3,3,2,3,0,4,0
9226,2,3,1,2,2,1,4,0
9227,2,3,1,1,1,0,3,0
9228,2,1,1,2,1,0,2,0
9229,2,2,2,2,2,1,3,0
9230,3,2,2,2,2,1,3,0
9231,2,2,2,2,3,0,3,0
9232,2,3,2,3,3,1,3,0
9233,2,1,2,2,2,0,2,0
9234,3,3,2,2,2,1,4,0
9235,3,2,2,3,1,0,2,0
9236,3,2,2,2,2,1,2,0
9237,2,2,1,2,2,1,3,0
9238,2,3,2,3,2,1,4,0
9239,1,2,2,3,2,1,4,0
9240,3,3,3,2,1,0,2,0
9241,3,2,2,3,2,1,4,0
9242,2,3,2,3,3,1,3,0
9243,1,2,1,1,1,0,2,0
9244,2,3,2,3,3,1,4,0
9245,1,1,1,2,1,1,3,0
9246,2,1,1,2,1,1,2,0
9247,3,3,1,2,1,0,2,0
9248,2,2,2,2,1,1,3,0
9249,2,3,2,2,2,1,2,0
9250,2,3,1,2,1,0,4,0
9251,2,2,1,2,1,0,4,0
9252,2,1,1,1,1,1,3,0
9253,3,3,2,3,2,1,3,0
9254,3,3,2,2,1,0,4,0
9255,2,2,2,3,1,1,3,0
9256,2,3,2,2,2,0,4,0
9257,2,3,2,2,3,0,4,0
9258,1,2,2,1,1,1,3,0
9259,1,2,1,2,1,1,2,0
9260,3,3,3,2,2,1,3,0
9261,2,3,3,2,3,1,3,0
9262,2,2,2,2,1,0,1,0
9263,2,3,2,3,2,1,3,0
9264,3,3,2,2,1,0,2,0
9265,3,2,2,3,2,1,4,0
9266,2,3,3,2,2,0,4,0
9267,3,3,2,3,3,0,4,0
9268,2,3,2,2,2,0,4,0
9269,3,3,1,1,1,1,4,0
9270,2,2,2,2,2,1,2,0
9271,3,2,2,2,2,1,3,0
9272,3,3,3,3,3,1,3,0
9273,3,3,1,2,1,0,2,0
9274,3,3,2,3,3,1,2,0
9275,2,3,1,1,2,1,2,0
9276,3,2,2,2,1,1,2,0
9277,2,3,1,2,2,1,4,0
9278,3,2,2,2,2,1,3,0
9279,2,1,2,2,2,1,3,0
9280,2,3,2,2,1,0,2,0
9281,2,2,2,3,1,0,3,0
9282,3,2,2,2,1,0,2,0
9283,2,3,2,2,1,1,2,0
9284,2,3,3,3,2,1,3,0
9285,3,2,2,2,2,1,2,0
9286,1,2,1,2,2,1,2,0
9287,3,3,3,2,3,0,2,0
9288,2,3,3,3,3,0,4,0
9289,2,3,3,3,3,0,4,0
9290,3,3,2,2,2,0,2,0
9291,2,3,3,3,2,0,3,0
9292,2,3,2,1,2,1,3,0
9293,2,1,1,2,1,1,2,0
9294,3,2,2,2,1,1,4,0
9295,2,2,1,2,2,1,3,0
9296,2,2,1,3,1,1,4,0
9297,3,2,2,2,1,1,3,0
9298,2,3,2,2,2,1,3,0
9299,2,2,1,3,2,1,3,0
9300,2,2,3,2,1,1,3,0
9301,3,3,2,2,3,0,2,0
9302,1,2,2,2,3,1,2,0
9303,2,1,1,1,1,0,2,0
9304,3,2,3,2,1,0,1,0
9305,2,1,1,1,1,0,1,0
9306,2,2,1,2,1,0,1,0
9307,3,2,1,2,1,1,1,0
9308,3,2,2,3,1,1,1,0
9309,3,2,2,3,1,1,1,0
9310,3,3,3,3,2,0,1,0
9311,3,2,1,2,1,1,1,0
9312,3,2,1,3,1,1,1,0
9313,2,2,1,2,1,0,1,0
9314,3,2,3,3,1,1,1,0
9315,3,2,1,3,2,0,1,0
9316,3,3,2,2,1,0,1,0
9317,2,3,1,3,1,1,1,0
9318,1,1,1,1,1,0,1,0
9319,3,3,3,3,2,0,1,0
9320,2,2,1,2,1,1,1,0
9321,2,3,2,3,2,0,1,0
9322,3,2,2,2,1,1,1,0
9323,3,2,1,2,2,0,1,0
9324,2,2,1,3,1,1,4,0
9325,3,1,1,2,1,0,1,0
9326,2,2,1,2,1,1,1,0
9327,3,2,2,2,1,1,1,0
9328,3,3,2,3,1,1,1,0
9329,3,2,1,3,2,0,1,0
9330,3,3,2,3,1,0,1,0
9331,3,3,2,3,1,0,1,0
9332,3,3,1,2,2,0,1,0
9333,3,3,2,3,2,0,1,0
9334,2,2,1,2,1,1,1,0
9335,3,3,2,3,1,0,2,0
9336,2,2,1,2,1,1,1,0
9337,3,2,2,3,2,0,1,0
9338,1,1,1,1,1,0,4,0
9339,2,2,2,3,1,1,1,0
9340,3,3,2,2,1,0,4,0
9341,2,3,1,2,1,1,2,0
9342,3,3,1,1,2,0,4,0
9343,3,3,1,1,1,1,2,0
9344,2,2,1,2,1,1,1,0
9345,3,2,2,2,3,1,3,0
9346,3,3,3,3,3,0,2,0
9347,1,2,1,2,1,1,1,0
9348,1,2,1,2,2,1,3,0
9349,2,2,3,3,1,1,2,0
9350,3,2,2,2,2,1,2,0
9351,3,2,1,3,2,0,1,0
9352,1,2,1,1,1,0,2,0
9353,2,3,2,2,1,0,1,0
9354,3,3,2,3,3,1,3,0
9355,3,2,2,3,2,1,3,0
9356,2,2,2,3,1,0,1,0
9357,3,3,2,2,2,1,4,0
9358,2,1,2,1,2,1,4,0
9359,3,3,2,3,2,1,4,0
9360,3,3,2,2,2,0,4,0
9361,3,3,2,2,2,0,4,0
9362,3,3,2,3,2,0,1,0
9363,3,3,2,3,1,1,1,0
9364,2,2,2,2,1,1,4,0
9365,3,3,2,2,1,1,4,0
9366,3,3,2,3,3,0,4,0
9367,2,2,2,2,2,1,4,0
9368,2,1,1,2,3,1,4,0
9369,2,2,2,2,2,1,1,0
9370,3,3,3,3,2,1,2,0
9371,3,2,2,2,2,0,2,0
9372,3,3,2,2,3,0,4,0
9373,3,3,2,2,2,1,3,0
9374,2,2,2,3,2,1,4,0
9375,2,2,2,2,1,1,4,0
9376,2,3,2,1,2,1,4,0
9377,3,3,2,3,1,1,1,0
9378,3,3,2,3,2,0,1,0
9379,2,1,1,2,1,1,1,0
9380,3,2,2,3,1,1,1,0
9381,3,1,2,2,1,1,1,0
9382,2,2,2,2,1,1,1,0
9383,3,2,3,3,2,1,1,0
9384,3,2,2,2,2,1,1,0
9385,3,2,1,3,1,1,1,0
9386,3,2,2,2,3,0,1,0
9387,2,2,2,3,2,1,1,0
9388,3,2,1,2,1,0,1,0
9389,3,3,3,3,3,1,4,0
9390,3,2,2,2,2,0,1,0
9391,3,2,2,3,1,0,1,0
9392,3,2,1,2,1,0,1,0
9393,2,2,2,2,2,1,4,0
9394,2,1,1,1,2,1,1,0
9395,2,3,2,1,2,0,4,0
9396,3,2,2,3,1,1,1,0
9397,3,3,2,3,2,1,4,0
9398,3,2,2,2,3,1,4,0
9399,3,2,2,3,2,1,3,0
9400,3,2,2,3,2,1,4,0
9401,3,3,2,1,2,0,4,0
9402,3,2,2,2,2,1,1,0
9403,3,1,2,2,1,1,1,0
9404,3,3,2,3,1,1,1,0
9405,2,2,1,2,1,1,1,0
9406,3,2,2,3,1,1,1,0
9407,3,2,2,3,1,1,1,0
9408,3,3,2,3,2,1,1,0
9409,3,2,3,2,3,1,1,0
9410,3,3,1,2,2,0,1,0
9411,3,3,3,3,2,0,1,0
9412,2,3,1,2,1,0,1,0
9413,3,2,2,1,1,0,1,0
9414,2,1,2,2,2,1,1,0
9415,2,2,2,2,2,0,1,0
9416,2,3,2,3,2,0,1,0
9417,3,3,2,3,1,0,1,0
9418,3,3,2,3,3,0,1,0
9419,1,2,1,1,1,0,1,0
9420,1,2,1,2,1,0,1,0
9421,2,2,2,2,2,1,1,0
9422,2,1,2,2,1,0,1,0
9423,3,1,1,2,1,1,1,0
9424,3,3,2,2,2,1,1,0
9425,3,2,1,2,1,1,1,0
9426,2,3,1,2,1,1,1,0
9427,3,1,2,3,3,1,1,0
9428,1,2,1,2,1,0,1,0
9429,3,3,3,2,2,0,1,0
9430,3,3,3,3,1,0,1,0
9431,3,2,3,3,2,0,1,0
9432,3,2,1,2,1,1,1,0
9433,3,3,2,3,2,0,1,0
9434,3,2,2,3,1,0,1,0
9435,3,3,3,3,1,0,1,0
9436,2,2,1,2,1,1,1,0
9437,2,2,1,2,1,1,1,0
9438,2,2,2,2,2,0,1,0
9439,3,3,3,3,2,0,1,0
9440,3,3,3,3,1,0,1,0
9441,3,3,2,3,1,0,1,0
9442,3,3,3,3,1,0,1,0
9443,3,2,2,2,2,1,1,0
9444,3,1,1,2,2,1,1,0
9445,1,3,1,3,2,0,1,0
9446,2,1,2,3,1,0,1,0
9447,3,3,2,3,2,0,1,0
9448,3,3,3,3,3,0,2,0
9449,2,3,2,3,2,1,3,0
9450,2,2,2,2,1,0,2,0
9451,3,3,1,2,2,1,3,0
9452,2,2,2,3,2,1,2,0
9453,3,3,2,1,1,0,4,0
9454,2,1,1,1,1,1,4,0
9455,2,3,2,3,2,0,4,0
9456,2,3,2,3,2,0,4,0
9457,2,3,2,3,2,1,4,0
9458,3,3,3,3,2,0,4,0
9459,2,1,1,2,1,0,3,0
9460,2,2,1,1,1,1,2,0
9461,2,3,1,1,2,1,2,0
9462,3,3,2,2,2,1,4,0
9463,3,2,2,2,2,1,3,0
9464,3,3,3,2,2,0,4,0
9465,3,3,3,3,2,1,4,0
9466,3,3,2,3,2,0,4,0
9467,3,3,3,3,2,0,4,0
9468,1,3,2,2,2,0,4,0
9469,3,2,2,1,1,1,2,0
9470,3,3,2,2,2,0,4,0
9471,2,2,2,2,2,1,2,0
9472,2,3,3,3,1,0,4,0
9473,3,3,3,2,2,1,4,0
9474,3,3,2,3,2,0,1,0
9475,2,3,3,3,3,0,4,0
9476,3,2,2,2,3,0,3,0
9477,2,3,1,2,1,1,4,0
9478,2,2,3,2,2,0,2,0
9479,2,2,1,1,1,0,4,0
9480,3,3,1,2,2,1,4,0
9481,2,3,2,2,3,1,4,0
9482,3,3,2,2,1,1,4,0
9483,2,2,2,3,1,0,3,0
9484,3,2,1,2,2,1,1,0
9485,2,2,1,2,2,0,3,0
9486,1,2,1,2,1,0,2,0
9487,1,2,1,2,1,1,2,0
9488,3,3,2,2,2,1,4,0
9489,2,3,2,2,2,0,4,0
9490,2,3,2,2,3,1,4,0
9491,2,3,2,2,2,1,4,0
9492,3,2,2,2,2,1,4,0
9493,3,3,3,3,3,0,2,0
9494,2,3,3,2,2,1,2,0
9495,3,2,2,3,2,0,2,0
9496,2,2,1,2,2,1,4,0
9497,3,2,2,3,3,0,4,0
9498,2,3,1,3,3,1,4,0
9499,3,2,1,1,1,0,2,0
9500,3,3,2,2,1,1,2,0
9501,3,3,1,3,2,0,3,0
9502,3,3,2,3,2,1,3,0
9503,2,2,1,1,2,0,4,0
9504,3,3,2,3,2,0,2,0
9505,3,3,3,3,3,0,2,0
9506,2,3,2,3,2,0,4,0
9507,3,3,3,3,2,1,4,0
9508,3,2,2,1,1,0,2,0
9509,3,2,1,2,2,1,2,0
9510,3,2,1,2,1,0,3,0
9511,3,3,2,2,2,1,4,0
9512,2,2,1,2,1,1,2,0
9513,2,2,2,2,1,0,2,0
9514,2,3,1,2,2,1,2,0
9515,3,2,2,2,2,1,4,0
9516,2,3,2,2,1,0,4,0
9517,3,3,2,3,3,1,4,0
9518,3,3,3,2,3,0,4,0
9519,2,3,3,3,2,1,4,0
9520,2,3,2,2,1,0,3,0
9521,2,3,2,3,2,1,4,0
9522,3,3,3,3,2,1,3,0
9523,3,3,2,3,2,1,3,0
9524,3,3,3,3,2,1,3,0
9525,2,1,1,1,1,0,2,0
9526,1,2,2,3,2,1,2,0
9527,3,2,3,2,1,1,2,0
9528,2,3,1,2,3,1,4,0
9529,2,3,3,2,2,1,2,0
9530,2,2,1,1,1,0,1,0
9531,2,2,1,1,1,0,1,0
9532,3,3,3,3,2,1,4,0
9533,2,3,1,1,1,1,4,0
9534,2,2,2,2,1,0,3,0
9535,2,3,1,2,1,0,2,0
9536,3,3,1,2,2,1,2,0
9537,3,3,3,3,3,0,4,0
9538,3,2,1,2,1,0,1,0
9539,3,3,3,3,3,1,4,0
9540,3,3,2,3,3,1,4,0
9541,2,3,2,3,1,0,4,0
9542,2,2,2,3,1,1,2,0
9543,3,2,2,2,2,0,2,0
9544,3,3,2,3,2,0,2,0
9545,1,2,2,3,2,0,2,0
9546,2,2,2,2,2,1,4,0
9547,2,3,3,3,3,0,1,0
9548,3,1,2,3,1,0,2,0
9549,2,3,3,2,2,1,4,0
9550,3,2,2,2,1,1,2,0
9551,3,3,2,3,1,1,3,0
9552,3,2,2,2,2,0,4,0
9553,2,3,2,3,1,1,1,0
9554,2,3,2,3,1,1,1,0
9555,3,2,1,1,2,0,1,0
9556,3,3,2,2,2,0,4,0
9557,2,3,1,2,2,1,2,0
9558,2,3,1,3,1,1,2,0
9559,3,3,2,2,3,1,4,0
9560,2,3,2,3,3,1,4,0
9561,2,2,3,2,2,0,4,0
9562,2,2,1,2,1,0,2,0
9563,3,2,2,3,2,1,4,0
9564,3,3,3,3,3,1,4,0
9565,1,2,1,2,2,1,3,0
9566,3,3,2,3,2,1,2,0
9567,2,2,1,1,1,0,2,0
9568,3,3,3,3,3,0,4,0
9569,3,3,2,3,2,0,3,0
9570,2,2,1,2,2,1,3,0
9571,2,2,1,3,1,0,3,0
9572,2,2,3,2,3,0,4,0
9573,3,3,1,3,1,0,2,0
9574,1,3,2,2,1,0,4,0
9575,3,3,3,3,3,1,4,0
9576,1,2,1,1,1,1,2,0
9577,2,3,2,2,2,1,4,0
9578,2,2,1,2,1,1,4,0
9579,3,3,2,3,3,1,3,0
9580,2,2,1,2,2,0,2,0
9581,3,2,2,2,2,0,2,0
9582,2,2,3,3,2,1,4,0
9583,2,3,2,3,3,0,3,0
9584,1,2,1,1,2,1,3,0
9585,3,3,1,3,1,0,2,0
9586,3,2,3,2,3,1,2,0
9587,3,3,2,3,2,1,3,0
9588,3,2,2,3,2,0,4,0
9589,2,1,1,2,2,1,3,0
9590,3,2,2,3,2,1,2,0
9591,3,3,2,3,3,1,4,0
9592,3,2,1,2,2,1,4,0
9593,1,1,2,2,3,1,3,0
9594,2,2,2,2,2,1,4,0
9595,2,2,2,2,3,1,4,0
9596,2,3,3,2,2,1,4,0
9597,3,3,2,3,2,1,2,0
9598,2,3,3,3,2,1,2,0
9599,2,1,3,2,2,1,3,0
9600,2,2,1,2,1,1,3,0
9601,2,2,1,3,2,1,2,0
9602,3,3,3,3,2,0,1,0
9603,3,3,3,3,3,0,3,0
9604,2,2,1,2,1,0,2,0
9605,3,2,3,2,2,0,2,0
9606,2,3,3,3,3,0,1,0
9607,2,2,1,1,1,1,2,0
9608,3,2,1,2,1,1,2,0
9609,2,3,3,3,3,0,2,0
9610,2,2,2,3,2,1,2,0
9611,2,2,3,3,2,1,2,0
9612,3,2,3,2,3,1,2,0
9613,2,2,1,2,2,1,2,0
9614,1,2,3,3,2,1,2,0
9615,2,2,1,2,2,1,2,0
9616,2,2,3,2,3,1,2,0
9617,3,2,3,3,3,1,2,0
9618,2,2,2,2,1,1,2,0
9619,2,3,3,2,3,0,2,0
9620,2,2,1,2,1,1,2,0
9621,2,2,1,2,2,1,2,0
9622,1,2,3,3,3,1,4,0
9623,3,2,2,3,3,1,2,0
9624,2,1,2,3,3,0,2,0
9625,3,2,2,2,2,1,3,0
9626,2,2,2,2,3,1,3,0
9627,3,2,1,2,2,1,3,0
9628,2,3,2,3,3,1,2,0
9629,3,3,2,2,3,0,2,0
9630,2,3,3,1,1,1,3,0
9631,2,3,1,2,1,1,3,0
9632,2,2,1,1,1,0,3,0
9633,3,3,2,2,2,0,4,0
9634,2,2,2,3,1,1,3,0
9635,2,2,1,2,1,0,2,0
9636,3,3,2,2,1,0,2,0
9637,1,1,1,1,1,1,4,0
9638,2,2,2,3,2,1,3,0
9639,2,3,3,3,3,1,3,0
9640,2,3,1,2,2,0,4,0
9641,3,2,2,3,1,0,2,0
9642,2,3,2,2,1,1,4,0
9643,2,1,2,3,2,1,3,0
9644,3,1,2,2,2,0,3,0
9645,3,2,2,3,2,1,3,0
9646,2,2,3,2,3,1,4,0
9647,2,2,2,1,1,1,2,0
9648,2,3,2,1,2,0,4,0
9649,2,3,3,2,3,1,4,0
9650,2,2,1,1,1,1,3,0
9651,2,2,1,2,1,0,3,0
9652,2,3,2,2,2,1,2,0
9653,2,3,2,3,3,1,2,0
9654,2,3,2,2,1,0,4,0
9655,2,2,1,1,1,1,4,0
9656,2,2,2,2,3,1,3,0
9657,2,2,3,3,2,1,3,0
9658,2,2,1,1,1,1,3,0
9659,2,2,2,3,2,1,3,0
9660,2,3,1,3,1,1,2,0
9661,3,2,2,2,2,1,3,0
9662,3,3,3,3,3,0,2,0
9663,3,3,3,2,3,1,4,0
9664,3,3,3,3,2,1,2,0
9665,1,2,1,2,1,1,3,0
9666,3,2,3,3,2,1,4,0
9667,2,1,2,2,2,1,3,0
9668,3,3,2,3,2,1,3,0
9669,2,3,2,3,3,1,4,0
9670,2,3,3,3,2,1,4,0
9671,2,2,2,2,2,0,4,0
9672,2,1,1,2,1,0,2,0
9673,2,2,2,1,2,1,3,0
9674,2,2,1,2,2,1,1,0
9675,3,3,2,3,1,1,4,0
9676,3,3,3,3,3,0,2,0
9677,2,1,1,1,1,0,2,0
9678,3,2,1,1,2,1,2,0
9679,3,3,2,2,2,0,3,0
9680,2,3,2,3,2,0,3,0
9681,3,2,1,2,1,1,2,0
9682,2,2,1,2,1,1,1,0
9683,1,2,2,2,1,0,2,0
9684,2,3,1,3,1,1,3,0
9685,2,3,2,3,3,1,4,0
9686,3,3,2,2,1,1,2,0
9687,3,3,2,3,2,1,2,0
9688,2,2,2,3,2,1,3,0
9689,3,3,2,3,3,1,3,0
9690,3,3,2,2,2,0,2,0
9691,2,3,1,2,1,0,1,0
